date_purchased,gender,total_purchases
2017-12-15,male,83
2017-12-16,female,81
2017-12-16,male,63
2017-12-17,female,17
2017-12-17,male,9
2017-12-18,female,7
2017-12-18,male,9
2017-12-19,female,77
2017-12-19,male,89
2017-12-20,female,252
2017-12-20,male,277
2017-12-21,female,23
2017-12-21,male,27
2017-12-22,female,93
2017-12-22,male,84
2017-12-23,female,8
2017-12-23,male,5
2017-12-24,female,29
2017-12-24,male,48
2017-12-25,female,11
2017-12-25,male,6
2017-12-26,female,42
2017-12-26,male,40
2017-12-27,female,43
2017-12-27,male,48
2017-12-28,female,8
2017-12-28,male,9
2017-12-29,female,47
2017-12-29,male,44
2017-12-30,male,1
2017-12-31,female,92
2017-12-31,male,85
2018-01-01,female,143
2018-01-01,male,142
2018-01-02,female,128
2018-01-02,male,150
2018-01-03,male,1
2018-01-04,female,35
2018-01-04,male,31
2018-01-05,female,3
2018-01-05,male,7
2018-01-06,female,38
2018-01-06,male,35
2018-01-07,female,33
2018-01-07,male,32
2018-01-08,female,26
2018-01-08,male,41
2018-01-09,female,25
2018-01-09,male,42
2018-01-10,female,29
2018-01-10,male,33
2018-01-11,female,131
2018-01-11,male,128
2018-01-12,female,96
2018-01-12,male,98
2018-01-13,female,162
2018-01-13,male,172
2018-01-14,female,29
2018-01-14,male,36
2018-01-15,female,56
2018-01-15,male,53
2018-01-16,female,26
2018-01-16,male,35
2018-01-17,female,197
2018-01-17,male,198
2018-01-18,female,45
2018-01-18,male,44
2018-01-19,female,90
2018-01-19,male,95
2018-01-20,female,338
2018-01-20,male,332
2018-01-21,female,61
2018-01-21,male,69
2018-01-22,female,40
2018-01-22,male,41
2018-01-23,female,33
2018-01-23,male,35
2018-01-24,female,133
2018-01-24,male,121
2018-01-25,female,15
2018-01-25,male,11
2018-01-26,female,429
2018-01-26,male,449
2018-01-27,female,5
2018-01-27,male,3
2018-01-28,female,71
2018-01-28,male,97
2018-01-29,female,77
2018-01-29,male,74
2018-01-30,female,81
2018-01-30,male,69
2018-01-31,female,85
2018-01-31,male,73
2018-02-01,female,1
2018-02-01,male,2
2018-02-02,female,264
2018-02-02,male,273
2018-02-03,female,124
2018-02-03,male,120
2018-02-04,female,17
2018-02-04,male,15
2018-02-05,female,149
2018-02-05,male,145
2018-02-06,female,72
2018-02-06,male,76
2018-02-07,female,20
2018-02-07,male,22
2018-02-08,female,397
2018-02-08,male,412
2018-02-09,female,156
2018-02-09,male,164
2018-02-10,female,65
2018-02-10,male,82
2018-02-11,female,154
2018-02-11,male,209
2018-02-12,female,52
2018-02-12,male,66
2018-02-13,female,130
2018-02-13,male,143
2018-02-14,female,27
2018-02-14,male,16
2018-02-15,female,83
2018-02-15,male,88
2018-02-16,female,37
2018-02-16,male,51
2018-02-17,female,27
2018-02-17,male,45
2018-02-18,female,323
2018-02-18,male,321
2018-02-19,female,99
2018-02-19,male,77
2018-02-20,female,145
2018-02-20,male,152
2018-02-21,female,204
2018-02-21,male,254
2018-02-22,female,113
2018-02-22,male,103
2018-02-23,female,22
2018-02-23,male,34
2018-02-24,female,159
2018-02-24,male,176
2018-02-25,female,27
2018-02-25,male,23
2018-02-26,female,30
2018-02-26,male,32
2018-02-27,female,24
2018-02-27,male,25
2018-02-28,female,194
2018-02-28,male,212
2018-03-01,female,140
2018-03-01,male,152
2018-03-02,female,27
2018-03-02,male,14
2018-03-03,female,63
2018-03-03,male,75
2018-03-04,female,47
2018-03-04,male,56
2018-03-05,female,79
2018-03-05,male,83
2018-03-06,female,93
2018-03-06,male,103
2018-03-07,female,237
2018-03-07,male,250
2018-03-08,female,286
2018-03-08,male,289
2018-03-09,female,61
2018-03-09,male,50
2018-03-10,female,24
2018-03-10,male,17
2018-03-11,female,140
2018-03-11,male,149
2018-03-12,female,58
2018-03-12,male,54
2018-03-13,female,102
2018-03-13,male,119
2018-03-14,female,2
2018-03-15,female,45
2018-03-15,male,58
2018-03-16,female,20
2018-03-16,male,30
2018-03-17,female,62
2018-03-17,male,59
2018-03-18,female,110
2018-03-18,male,103
2018-03-19,female,179
2018-03-19,male,229
2018-03-20,female,106
2018-03-20,male,104
2018-03-21,female,61
2018-03-21,male,63
2018-03-22,male,3
2018-03-23,female,60
2018-03-23,male,60
2018-03-24,female,73
2018-03-24,male,65
2018-03-25,female,201
2018-03-25,male,208
2018-03-26,female,17
2018-03-26,male,20
2018-03-27,female,72
2018-03-27,male,66
2018-03-28,female,15
2018-03-28,male,21
2018-03-29,female,70
2018-03-29,male,58
2018-03-30,female,378
2018-03-30,male,402
2018-03-31,female,10
2018-03-31,male,7
2018-04-01,female,31
2018-04-01,male,30
2018-04-02,female,33
2018-04-02,male,42
2018-04-03,female,63
2018-04-03,male,76
2018-04-04,female,36
2018-04-04,male,29
2018-04-05,female,44
2018-04-05,male,50
2018-04-06,female,42
2018-04-06,male,36
2018-04-07,female,359
2018-04-07,male,390
2018-04-08,female,90
2018-04-08,male,87
2018-04-09,female,115
2018-04-09,male,143
2018-04-10,female,223
2018-04-10,male,224
2018-04-11,female,3
2018-04-11,male,6
2018-04-12,female,11
2018-04-12,male,25
2018-04-13,female,39
2018-04-13,male,41
2018-04-14,female,190
2018-04-14,male,184
2018-04-15,female,36
2018-04-15,male,47
2018-04-16,female,219
2018-04-16,male,246
2018-04-17,female,210
2018-04-17,male,189
2018-04-18,female,106
2018-04-18,male,84
2018-04-19,female,43
2018-04-19,male,43
2018-04-20,female,7
2018-04-20,male,4
2018-04-21,female,94
2018-04-21,male,86
2018-04-22,female,77
2018-04-22,male,83
2018-04-23,female,113
2018-04-23,male,119
2018-04-24,female,20
2018-04-24,male,26
2018-04-25,female,61
2018-04-25,male,72
2018-04-26,female,18
2018-04-26,male,30
2018-04-27,female,56
2018-04-27,male,40
2018-04-28,female,119
2018-04-28,male,105
2018-04-29,female,185
2018-04-29,male,186
2018-04-30,female,49
2018-04-30,male,34
2018-05-01,female,56
2018-05-01,male,58
2018-05-02,female,8
2018-05-02,male,7
2018-05-03,female,4
2018-05-03,male,3
2018-05-04,female,83
2018-05-04,male,75
2018-05-05,female,41
2018-05-05,male,49
2018-05-06,female,113
2018-05-06,male,131
2018-05-07,female,89
2018-05-07,male,99
2018-05-08,female,152
2018-05-08,male,159
2018-05-09,female,90
2018-05-09,male,81
2018-05-10,female,106
2018-05-10,male,139
2018-05-11,female,50
2018-05-11,male,53
2018-05-12,female,23
2018-05-12,male,28
2018-05-13,female,30
2018-05-13,male,31
2018-05-14,female,17
2018-05-14,male,12
2018-05-15,female,40
2018-05-15,male,46
2018-05-16,female,23
2018-05-16,male,35
2018-05-17,female,54
2018-05-17,male,57
2018-05-18,female,26
2018-05-18,male,21
2018-05-19,female,136
2018-05-19,male,155
2018-05-20,female,154
2018-05-20,male,186
2018-05-21,female,8
2018-05-21,male,13
2018-05-22,female,10
2018-05-22,male,8
2018-05-23,female,197
2018-05-23,male,229
2018-05-24,female,300
2018-05-24,male,288
2018-05-25,female,97
2018-05-25,male,107
2018-05-26,female,51
2018-05-26,male,67
2018-05-27,female,158
2018-05-27,male,185
2018-05-28,female,44
2018-05-28,male,47
2018-05-29,female,87
2018-05-29,male,98
2018-05-30,female,86
2018-05-30,male,99
2018-05-31,female,92
2018-05-31,male,81
2018-06-01,female,53
2018-06-01,male,61
2018-06-02,female,235
2018-06-02,male,236
2018-06-03,female,12
2018-06-03,male,17
2018-06-04,female,126
2018-06-04,male,109
2018-06-05,female,33
2018-06-05,male,27
2018-06-06,female,51
2018-06-06,male,74
2018-06-07,female,60
2018-06-07,male,60
2018-06-08,female,94
2018-06-08,male,81
2018-06-09,female,44
2018-06-09,male,65
2018-06-10,female,73
2018-06-10,male,53
2018-06-11,female,65
2018-06-11,male,66
2018-06-12,female,50
2018-06-12,male,52
2018-06-13,female,141
2018-06-13,male,140
2018-06-14,female,124
2018-06-14,male,127
2018-06-15,female,72
2018-06-15,male,63
2018-06-16,female,19
2018-06-16,male,23
2018-06-17,female,177
2018-06-17,male,165
2018-06-18,female,7
2018-06-18,male,11
2018-06-19,female,103
2018-06-19,male,120
2018-06-20,female,11
2018-06-20,male,9
2018-06-21,female,49
2018-06-21,male,44
2018-06-22,female,56
2018-06-22,male,65
2018-06-23,female,42
2018-06-23,male,35
2018-06-24,female,26
2018-06-24,male,30
2018-06-25,female,255
2018-06-25,male,252
2018-06-26,female,14
2018-06-26,male,20
2018-06-27,female,162
2018-06-27,male,209
2018-06-28,female,267
2018-06-28,male,287
2018-06-29,female,101
2018-06-29,male,125
2018-06-30,female,99
2018-06-30,male,120
2018-07-01,female,17
2018-07-01,male,16
2018-07-02,female,147
2018-07-02,male,159
2018-07-03,female,302
2018-07-03,male,285
2018-07-04,female,77
2018-07-04,male,93
2018-07-05,female,3
2018-07-05,male,1
2018-07-06,female,70
2018-07-06,male,79
2018-07-07,female,80
2018-07-07,male,91
2018-07-08,female,155
2018-07-08,male,158
2018-07-09,female,13
2018-07-09,male,18
2018-07-10,female,298
2018-07-10,male,284
2018-07-11,female,149
2018-07-11,male,152
2018-07-12,female,306
2018-07-12,male,314
2018-07-13,female,26
2018-07-13,male,28
2018-07-14,female,215
2018-07-14,male,252
2018-07-15,female,60
2018-07-15,male,67
2018-07-16,female,65
2018-07-16,male,66
2018-07-17,female,27
2018-07-17,male,19
2018-07-18,female,85
2018-07-18,male,102
2018-07-19,female,123
2018-07-19,male,119
2018-07-20,female,94
2018-07-20,male,125
2018-07-21,female,60
2018-07-21,male,63
2018-07-22,female,23
2018-07-22,male,31
2018-07-23,female,35
2018-07-23,male,34
2018-07-24,female,176
2018-07-24,male,187
2018-07-25,female,40
2018-07-25,male,18
2018-07-26,female,33
2018-07-26,male,36
2018-07-27,female,141
2018-07-27,male,142
2018-07-28,female,7
2018-07-28,male,16
2018-07-29,female,51
2018-07-29,male,65
2018-07-30,female,11
2018-07-30,male,16
2018-07-31,female,189
2018-07-31,male,261
2018-08-01,female,38
2018-08-01,male,39
2018-08-02,female,115
2018-08-02,male,106
2018-08-03,female,20
2018-08-03,male,19
2018-08-04,female,26
2018-08-04,male,19
2018-08-05,female,93
2018-08-05,male,69
2018-08-06,female,3
2018-08-06,male,8
2018-08-07,female,163
2018-08-07,male,142
2018-08-08,female,4
2018-08-08,male,6
2018-08-09,female,115
2018-08-09,male,116
2018-08-10,female,104
2018-08-10,male,77
2018-08-11,female,34
2018-08-11,male,31
2018-08-12,female,215
2018-08-12,male,230
2018-08-13,female,126
2018-08-13,male,113
2018-08-14,female,152
2018-08-14,male,203
2018-08-15,female,24
2018-08-15,male,16
2018-08-16,female,8
2018-08-16,male,8
2018-08-17,female,374
2018-08-17,male,397
2018-08-18,female,151
2018-08-18,male,157
2018-08-19,female,2
2018-08-19,male,7
2018-08-20,female,14
2018-08-20,male,17
2018-08-21,female,40
2018-08-21,male,38
2018-08-22,female,124
2018-08-22,male,132
2018-08-23,female,11
2018-08-23,male,8
2018-08-24,female,50
2018-08-24,male,45
2018-08-25,female,148
2018-08-25,male,175
2018-08-26,female,160
2018-08-26,male,152
2018-08-27,female,140
2018-08-27,male,152
2018-08-28,female,14
2018-08-28,male,23
2018-08-29,female,275
2018-08-29,male,278
2018-08-30,female,19
2018-08-30,male,29
2018-08-31,female,136
2018-08-31,male,117
2018-09-01,female,185
2018-09-01,male,175
2018-09-02,female,4
2018-09-02,male,1
2018-09-03,female,8
2018-09-03,male,9
2018-09-04,female,107
2018-09-04,male,102
2018-09-05,female,174
2018-09-05,male,190
2018-09-06,female,110
2018-09-06,male,107
2018-09-07,female,32
2018-09-07,male,45
2018-09-08,female,95
2018-09-08,male,100
2018-09-09,female,73
2018-09-09,male,81
2018-09-10,female,114
2018-09-10,male,126
2018-09-11,female,23
2018-09-11,male,21
2018-09-12,female,17
2018-09-12,male,15
2018-09-13,female,36
2018-09-13,male,62
2018-09-14,female,47
2018-09-14,male,59
2018-09-15,female,23
2018-09-15,male,20
2018-09-16,female,48
2018-09-16,male,47
2018-09-17,female,27
2018-09-17,male,16
2018-09-18,female,129
2018-09-18,male,168
2018-09-19,female,32
2018-09-19,male,39
2018-09-20,female,66
2018-09-20,male,51
2018-09-21,female,1
2018-09-21,male,3
2018-09-22,female,25
2018-09-22,male,34
2018-09-23,female,47
2018-09-23,male,41
2018-09-24,female,1
2018-09-24,male,3
2018-09-25,female,42
2018-09-25,male,36
2018-09-26,female,114
2018-09-26,male,134
2018-09-27,female,124
2018-09-27,male,139
2018-09-28,male,1
2018-09-29,female,93
2018-09-29,male,97
2018-09-30,female,78
2018-09-30,male,89
2018-10-01,female,26
2018-10-01,male,35
2018-10-02,female,32
2018-10-02,male,33
2018-10-03,female,141
2018-10-03,male,132
2018-10-04,female,117
2018-10-04,male,125
2018-10-05,female,52
2018-10-05,male,72
2018-10-06,female,1
2018-10-06,male,3
2018-10-07,female,73
2018-10-07,male,65
2018-10-08,female,268
2018-10-08,male,319
2018-10-09,female,98
2018-10-09,male,104
2018-10-10,female,157
2018-10-10,male,179
2018-10-11,female,28
2018-10-11,male,36
2018-10-12,female,25
2018-10-12,male,24
2018-10-13,female,80
2018-10-13,male,81
2018-10-14,female,89
2018-10-14,male,102
2018-10-15,female,59
2018-10-15,male,65
2018-10-16,female,14
2018-10-16,male,31
2018-10-17,female,78
2018-10-17,male,79
2018-10-18,female,273
2018-10-18,male,278
2018-10-19,female,121
2018-10-19,male,119
2018-10-20,female,75
2018-10-20,male,90
2018-10-21,female,113
2018-10-21,male,105
2018-10-22,female,365
2018-10-22,male,392
2018-10-23,female,26
2018-10-23,male,17
2018-10-24,female,19
2018-10-24,male,15
2018-10-25,female,16
2018-10-25,male,19
2018-10-26,female,19
2018-10-26,male,27
2018-10-27,female,16
2018-10-27,male,20
2018-10-28,female,90
2018-10-28,male,102
2018-10-29,female,167
2018-10-29,male,174
2018-10-30,female,52
2018-10-30,male,44
2018-10-31,female,154
2018-10-31,male,165
2018-11-01,female,16
2018-11-01,male,20
2018-11-02,female,151
2018-11-02,male,140
2018-11-03,female,150
2018-11-03,male,166
2018-11-04,female,48
2018-11-04,male,35
2018-11-05,female,362
2018-11-05,male,407
2018-11-06,female,29
2018-11-06,male,26
2018-11-07,female,375
2018-11-07,male,455
2018-11-08,female,7
2018-11-08,male,14
2018-11-09,female,23
2018-11-09,male,21
2018-11-10,female,48
2018-11-10,male,47
2018-11-11,female,101
2018-11-11,male,97
2018-11-12,female,93
2018-11-12,male,96
2018-11-13,female,121
2018-11-13,male,134
2018-11-14,female,161
2018-11-14,male,134
2018-11-15,female,2
2018-11-15,male,5
2018-11-16,female,220
2018-11-16,male,208
2018-11-17,female,220
2018-11-17,male,212
2018-11-18,female,79
2018-11-18,male,78
2018-11-19,female,36
2018-11-19,male,50
2018-11-20,female,48
2018-11-20,male,48
2018-11-21,female,19
2018-11-21,male,14
2018-11-22,female,8
2018-11-22,male,4
2018-11-23,female,32
2018-11-23,male,39
2018-11-24,female,80
2018-11-24,male,80
2018-11-25,female,76
2018-11-25,male,102
2018-11-26,female,9
2018-11-26,male,7
2018-11-27,female,514
2018-11-27,male,566
2018-11-28,female,30
2018-11-28,male,35
2018-11-29,female,1
2018-11-29,male,3
2018-11-30,female,49
2018-11-30,male,52
2018-12-01,female,89
2018-12-01,male,88
2018-12-02,female,233
2018-12-02,male,269
2018-12-03,female,21
2018-12-03,male,19
2018-12-04,female,5
2018-12-04,male,5
2018-12-05,female,26
2018-12-05,male,25
2018-12-06,female,188
2018-12-06,male,228
2018-12-07,female,89
2018-12-07,male,110
2018-12-08,female,73
2018-12-08,male,104
2018-12-09,female,370
2018-12-09,male,393
2018-12-10,female,8
2018-12-10,male,12
2018-12-11,female,148
2018-12-11,male,152
2018-12-12,female,74
2018-12-12,male,85
2018-12-13,female,18
2018-12-13,male,15
2018-12-14,female,34
2018-12-14,male,31
2018-12-15,female,117
2018-12-15,male,135
2018-12-16,female,64
2018-12-16,male,83
2018-12-17,female,46
2018-12-17,male,57
2018-12-18,female,27
2018-12-18,male,30
2018-12-19,female,270
2018-12-19,male,254
2018-12-20,female,6
2018-12-20,male,10
2018-12-21,female,640
2018-12-21,male,658
2018-12-22,female,108
2018-12-22,male,117
2018-12-23,female,46
2018-12-23,male,52
2018-12-24,female,72
2018-12-24,male,67
2018-12-25,female,34
2018-12-25,male,33
2018-12-26,female,100
2018-12-26,male,89
2018-12-27,female,123
2018-12-27,male,162
2018-12-28,female,131
2018-12-28,male,148
2018-12-29,female,64
2018-12-29,male,58
2018-12-30,female,96
2018-12-30,male,91
2018-12-31,female,28
2018-12-31,male,36
2019-01-01,female,142
2019-01-01,male,180
2019-01-02,female,15
2019-01-02,male,13
2019-01-03,female,42
2019-01-03,male,50
2019-01-04,female,59
2019-01-04,male,55
2019-01-05,female,98
2019-01-05,male,87
2019-01-06,female,4
2019-01-06,male,5
2019-01-07,female,91
2019-01-07,male,89
2019-01-08,female,69
2019-01-08,male,78
2019-01-09,female,66
2019-01-09,male,63
2019-01-10,female,198
2019-01-10,male,211
2019-01-11,female,2
2019-01-11,male,6
2019-01-12,female,37
2019-01-12,male,52
2019-01-13,female,75
2019-01-13,male,98
2019-01-14,female,192
2019-01-14,male,188
2019-01-15,female,101
2019-01-15,male,111
2019-01-16,female,16
2019-01-16,male,16
2019-01-17,female,48
2019-01-17,male,48
2019-01-18,female,207
2019-01-18,male,210
2019-01-19,female,27
2019-01-19,male,38
2019-01-20,female,47
2019-01-20,male,57
2019-01-21,female,59
2019-01-21,male,89
2019-01-22,female,42
2019-01-22,male,48
2019-01-23,female,68
2019-01-23,male,82
2019-01-24,female,53
2019-01-24,male,47
2019-01-25,female,97
2019-01-25,male,84
2019-01-26,female,235
2019-01-26,male,284
2019-01-27,female,94
2019-01-27,male,77
2019-01-28,female,13
2019-01-28,male,13
2019-01-29,female,25
2019-01-29,male,39
2019-01-30,female,59
2019-01-30,male,50
2019-01-31,female,86
2019-01-31,male,107
2019-02-01,female,45
2019-02-01,male,36
2019-02-02,female,156
2019-02-02,male,156
2019-02-03,female,24
2019-02-03,male,19
2019-02-04,female,139
2019-02-04,male,138
2019-02-05,female,109
2019-02-05,male,95
2019-02-06,female,267
2019-02-06,male,267
2019-02-07,female,4
2019-02-07,male,4
2019-02-08,female,283
2019-02-08,male,313
2019-02-09,female,94
2019-02-09,male,130
2019-02-10,female,99
2019-02-10,male,141
2019-02-11,female,299
2019-02-11,male,309
2019-02-12,female,9
2019-02-12,male,9
2019-02-13,female,229
2019-02-13,male,274
2019-02-14,female,61
2019-02-14,male,67
2019-02-15,female,11
2019-02-15,male,5
2019-02-16,female,64
2019-02-16,male,66
2019-02-17,female,122
2019-02-17,male,144
2019-02-18,female,271
2019-02-18,male,300
2019-02-19,female,222
2019-02-19,male,195
2019-02-20,female,123
2019-02-20,male,127
2019-02-21,female,171
2019-02-21,male,208
2019-02-22,female,173
2019-02-22,male,197
2019-02-23,female,1
2019-02-23,male,4
2019-02-24,female,71
2019-02-24,male,66
2019-02-25,female,22
2019-02-25,male,30
2019-02-26,female,36
2019-02-26,male,45
2019-02-27,female,52
2019-02-27,male,35
2019-02-28,female,1
2019-02-28,male,4
2019-03-01,female,98
2019-03-01,male,102
2019-03-02,female,88
2019-03-02,male,74
2019-03-03,female,89
2019-03-03,male,76
2019-03-04,female,98
2019-03-04,male,123
2019-03-05,female,60
2019-03-05,male,52
2019-03-06,female,5
2019-03-07,female,18
2019-03-07,male,24
2019-03-08,female,306
2019-03-08,male,354
2019-03-09,female,13
2019-03-09,male,9
2019-03-10,female,89
2019-03-10,male,113
2019-03-11,female,25
2019-03-11,male,24
2019-03-12,female,87
2019-03-12,male,113
2019-03-13,female,156
2019-03-13,male,145
2019-03-14,female,85
2019-03-14,male,71
2019-03-15,female,3
2019-03-15,male,4
2019-03-16,female,1
2019-03-16,male,2
2019-03-17,female,7
2019-03-17,male,8
2019-03-18,female,56
2019-03-18,male,61
2019-03-19,female,6
2019-03-19,male,8
2019-03-20,female,36
2019-03-20,male,42
2019-03-21,female,7
2019-03-21,male,5
2019-03-22,female,80
2019-03-22,male,84
2019-03-23,female,28
2019-03-23,male,45
2019-03-24,female,91
2019-03-24,male,110
2019-03-25,female,94
2019-03-25,male,84
2019-03-26,female,51
2019-03-26,male,46
2019-03-27,female,20
2019-03-27,male,21
2019-03-28,female,140
2019-03-28,male,142
2019-03-29,female,31
2019-03-29,male,37
2019-03-30,female,106
2019-03-30,male,119
2019-03-31,female,192
2019-03-31,male,193
2019-04-01,female,38
2019-04-01,male,46
2019-04-02,female,78
2019-04-02,male,62
2019-04-03,female,152
2019-04-03,male,160
2019-04-04,female,43
2019-04-04,male,59
2019-04-05,female,65
2019-04-05,male,45
2019-04-06,female,23
2019-04-06,male,19
2019-04-07,female,38
2019-04-07,male,38
2019-04-08,female,175
2019-04-08,male,191
2019-04-09,female,42
2019-04-09,male,37
2019-04-10,female,106
2019-04-10,male,97
2019-04-11,female,12
2019-04-11,male,13
2019-04-12,female,16
2019-04-12,male,20
2019-04-13,female,579
2019-04-13,male,609
2019-04-14,female,49
2019-04-14,male,60
2019-04-15,female,8
2019-04-15,male,9
2019-04-16,female,21
2019-04-16,male,20
2019-04-17,female,221
2019-04-17,male,220
2019-04-18,female,35
2019-04-18,male,32
2019-04-19,female,65
2019-04-19,male,59
2019-04-20,female,82
2019-04-20,male,85
2019-04-21,female,55
2019-04-21,male,87
2019-04-22,female,55
2019-04-22,male,57
2019-04-23,female,70
2019-04-23,male,76
2019-04-24,female,7
2019-04-24,male,5
2019-04-25,female,125
2019-04-25,male,149
2019-04-26,female,129
2019-04-26,male,141
2019-04-27,female,46
2019-04-27,male,41
2019-04-28,female,277
2019-04-28,male,271
2019-04-29,female,68
2019-04-29,male,64
2019-04-30,female,70
2019-04-30,male,49
2019-05-01,female,129
2019-05-01,male,130
2019-05-02,female,48
2019-05-02,male,39
2019-05-03,female,72
2019-05-03,male,72
2019-05-04,female,30
2019-05-04,male,42
2019-05-05,female,62
2019-05-05,male,55
2019-05-06,female,7
2019-05-06,male,7
2019-05-07,female,42
2019-05-07,male,37
2019-05-08,female,36
2019-05-08,male,39
2019-05-09,female,47
2019-05-09,male,47
2019-05-10,female,115
2019-05-10,male,124
2019-05-11,female,163
2019-05-11,male,174
2019-05-12,female,21
2019-05-12,male,30
2019-05-13,female,134
2019-05-13,male,135
2019-05-14,female,5
2019-05-14,male,7
2019-05-15,female,1
2019-05-16,female,33
2019-05-16,male,34
2019-05-17,female,20
2019-05-17,male,24
2019-05-18,female,269
2019-05-18,male,262
2019-05-19,female,30
2019-05-19,male,19
2019-05-20,female,27
2019-05-20,male,31
2019-05-21,female,123
2019-05-21,male,131
2019-05-22,female,4
2019-05-22,male,5
2019-05-23,female,51
2019-05-23,male,70
2019-05-24,female,389
2019-05-24,male,412
2019-05-25,female,28
2019-05-25,male,37
2019-05-26,female,185
2019-05-26,male,180
2019-05-27,female,1
2019-05-28,female,69
2019-05-28,male,78
2019-05-29,female,83
2019-05-29,male,95
2019-05-30,female,25
2019-05-30,male,23
2019-05-31,female,167
2019-05-31,male,200
2019-06-01,female,106
2019-06-01,male,120
2019-06-02,female,30
2019-06-02,male,35
2019-06-03,female,79
2019-06-03,male,100
2019-06-04,female,42
2019-06-04,male,36
2019-06-05,female,21
2019-06-05,male,25
2019-06-06,female,27
2019-06-06,male,38
2019-06-07,female,39
2019-06-07,male,42
2019-06-08,female,34
2019-06-08,male,40
2019-06-09,female,219
2019-06-09,male,250
2019-06-10,female,33
2019-06-10,male,28
2019-06-11,female,42
2019-06-11,male,34
2019-06-12,female,46
2019-06-12,male,43
2019-06-13,female,215
2019-06-13,male,233
2019-06-14,female,27
2019-06-14,male,44
2019-06-15,female,258
2019-06-15,male,263
2019-06-16,female,42
2019-06-16,male,48
2019-06-17,female,16
2019-06-17,male,22
2019-06-18,female,11
2019-06-18,male,16
2019-06-19,female,226
2019-06-19,male,248
2019-06-20,female,158
2019-06-20,male,159
2019-06-21,female,108
2019-06-21,male,124
2019-06-22,female,85
2019-06-22,male,97
2019-06-23,female,19
2019-06-23,male,12
2019-06-24,female,24
2019-06-24,male,38
2019-06-25,female,12
2019-06-25,male,9
2019-06-26,female,32
2019-06-26,male,29
2019-06-27,female,49
2019-06-27,male,44
2019-06-28,female,77
2019-06-28,male,89
2019-06-29,female,207
2019-06-29,male,193
2019-06-30,female,87
2019-06-30,male,82
2019-07-01,female,248
2019-07-01,male,241
2019-07-02,female,97
2019-07-02,male,94
2019-07-03,female,102
2019-07-03,male,102
2019-07-04,female,138
2019-07-04,male,146
2019-07-05,female,238
2019-07-05,male,228
2019-07-06,female,72
2019-07-06,male,63
2019-07-07,female,261
2019-07-07,male,300
2019-07-08,female,32
2019-07-08,male,32
2019-07-09,female,47
2019-07-09,male,50
2019-07-10,female,17
2019-07-10,male,14
2019-07-11,female,58
2019-07-11,male,57
2019-07-12,female,27
2019-07-12,male,20
2019-07-13,female,26
2019-07-13,male,29
2019-07-14,female,107
2019-07-14,male,139
2019-07-15,female,15
2019-07-15,male,8
2019-07-16,female,109
2019-07-16,male,113
2019-07-17,female,44
2019-07-17,male,35
2019-07-18,female,2
2019-07-18,male,4
2019-07-19,female,79
2019-07-19,male,70
2019-07-20,female,20
2019-07-20,male,22
2019-07-21,female,139
2019-07-21,male,150
2019-07-22,female,148
2019-07-22,male,169
2019-07-23,female,58
2019-07-23,male,59
2019-07-24,female,68
2019-07-24,male,86
2019-07-25,female,336
2019-07-25,male,328
2019-07-26,female,274
2019-07-26,male,265
2019-07-27,female,45
2019-07-27,male,43
2019-07-28,female,50
2019-07-28,male,45
2019-07-29,female,14
2019-07-29,male,25
2019-07-30,female,88
2019-07-30,male,93
2019-07-31,female,63
2019-07-31,male,79
2019-08-01,female,15
2019-08-01,male,25
2019-08-02,female,3
2019-08-02,male,2
2019-08-03,female,111
2019-08-03,male,112
2019-08-04,female,91
2019-08-04,male,121
2019-08-05,female,131
2019-08-05,male,118
2019-08-06,female,161
2019-08-06,male,141
2019-08-07,male,1
2019-08-08,female,24
2019-08-08,male,29
2019-08-09,female,10
2019-08-09,male,9
2019-08-10,female,183
2019-08-10,male,191
2019-08-11,female,21
2019-08-11,male,14
2019-08-12,female,58
2019-08-12,male,60
2019-08-13,female,8
2019-08-13,male,11
2019-08-14,female,100
2019-08-14,male,108
2019-08-15,female,240
2019-08-15,male,269
2019-08-16,female,83
2019-08-16,male,76
2019-08-17,female,23
2019-08-17,male,22
2019-08-18,female,87
2019-08-18,male,100
2019-08-19,female,43
2019-08-19,male,42
2019-08-20,female,102
2019-08-20,male,94
2019-08-21,female,9
2019-08-21,male,6
2019-08-22,female,154
2019-08-22,male,153
2019-08-23,female,215
2019-08-23,male,224
2019-08-24,female,37
2019-08-24,male,49
2019-08-25,female,231
2019-08-25,male,240
2019-08-26,female,13
2019-08-26,male,8
2019-08-27,female,143
2019-08-27,male,163
2019-08-28,female,37
2019-08-28,male,34
2019-08-29,female,62
2019-08-29,male,70
2019-08-30,female,405
2019-08-30,male,377
2019-08-31,female,3
2019-08-31,male,4
2019-09-01,female,105
2019-09-01,male,115
2019-09-02,female,20
2019-09-02,male,26
2019-09-03,female,5
2019-09-03,male,4
2019-09-04,female,2
2019-09-05,female,447
2019-09-05,male,456
2019-09-06,female,134
2019-09-06,male,157
2019-09-07,female,37
2019-09-07,male,34
2019-09-08,female,144
2019-09-08,male,137
2019-09-09,female,2
2019-09-09,male,8
2019-09-10,female,9
2019-09-10,male,12
2019-09-11,female,140
2019-09-11,male,144
2019-09-12,female,102
2019-09-12,male,104
2019-09-13,female,55
2019-09-13,male,61
2019-09-14,female,54
2019-09-14,male,59
2019-09-15,female,122
2019-09-15,male,145
2019-09-16,female,311
2019-09-16,male,292
